UTC Date / Time;Date / Time;Action;Service;Protocol;Direction;Risk;Policy;Policy Type;Other Policies;Category;In;Out;Src. MAC;Src. Ip;Src. Port;Src. Name;Src. Network;Src. Region;Src. Zone;Dst. Domain;Dst. MAC;Dst. Ip;Dst. Port;Dst. Name;Dst. Network;Dst. Region;Dst. Zone;Signature;Signature ID;Bytes;Bytes Rec.;Bytes Sent;Packets;Packets Rec.;Packets Sent;Session Id;Flow Count
2025-11-19T05:59:07.323Z;Nov 19, 2025 6:59:07.323 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.128.33.1;57608;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T05:59:07.323Z;Nov 19, 2025 6:59:07.323 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;185.61.77.132;51413;;;RU;External;;;132;null;null;1;null;null;;3
2025-11-19T05:59:07.325Z;Nov 19, 2025 6:59:07.325 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;46.175.122.128;1000;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T05:59:07.326Z;Nov 19, 2025 6:59:07.326 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;46.167.89.116;6881;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T05:59:07.326Z;Nov 19, 2025 6:59:07.326 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;31.10.96.116;43267;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T05:59:07.414Z;Nov 19, 2025 6:59:07.414 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;45701;UNAS 25:f4;V100;;Internal;;;95.24.3.205;49286;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T05:59:07.414Z;Nov 19, 2025 6:59:07.414 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;48229;UNAS 25:f4;V100;;Internal;;;188.128.33.1;57608;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T05:59:07.414Z;Nov 19, 2025 6:59:07.414 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;49767;UNAS 25:f4;V100;;Internal;;;46.167.89.116;6881;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T05:59:31.441Z;Nov 19, 2025 6:59:31.441 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;42889;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T05:59:49.317Z;Nov 19, 2025 6:59:49.317 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;132;null;null;1;null;null;;8
2025-11-19T06:00:20.088Z;Nov 19, 2025 7:00:20.088 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;46.36.31.253;56954;;;RU;External;;;132;null;null;1;null;null;;4
2025-11-19T06:00:20.094Z;Nov 19, 2025 7:00:20.094 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.37.4.105;51413;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:00:20.094Z;Nov 19, 2025 7:00:20.094 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;88.201.229.181;51413;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:00:20.094Z;Nov 19, 2025 7:00:20.094 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;178.76.243.177;52056;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:00:20.095Z;Nov 19, 2025 7:00:20.095 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;81.20.205.228;51434;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:00:20.497Z;Nov 19, 2025 7:00:20.497 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;42339;UNAS 25:f4;V100;;Internal;;;95.37.4.105;51413;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:00:20.497Z;Nov 19, 2025 7:00:20.497 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;58801;UNAS 25:f4;V100;;Internal;;;178.76.243.177;52056;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:00:20.497Z;Nov 19, 2025 7:00:20.497 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;38767;UNAS 25:f4;V100;;Internal;;;46.36.31.253;56954;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:00:20.503Z;Nov 19, 2025 7:00:20.503 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;35655;UNAS 25:f4;V100;;Internal;;;88.201.229.181;51413;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:00:46.529Z;Nov 19, 2025 7:00:46.529 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;50353;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:00:48.038Z;Nov 19, 2025 7:00:48.038 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;185.126.130.88;11888;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:01:26.031Z;Nov 19, 2025 7:01:26.031 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;31.135.57.18;1351;;;RU;External;;;143;null;null;1;null;null;;1
2025-11-19T06:01:26.305Z;Nov 19, 2025 7:01:26.305 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.24.3.205;59608;;;RU;External;;;132;null;null;1;null;null;;3
2025-11-19T06:01:27.471Z;Nov 19, 2025 7:01:27.471 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.27.22.2;3546;;;RU;External;;;143;null;null;1;null;null;;2
2025-11-19T06:01:27.738Z;Nov 19, 2025 7:01:27.738 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;5.227.49.79;2969;;;RU;External;;;143;null;null;1;null;null;;1
2025-11-19T06:01:29.473Z;Nov 19, 2025 7:01:29.473 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;5.140.85.115;1347;;;RU;External;;;143;null;null;1;null;null;;1
2025-11-19T06:02:07.63Z;Nov 19, 2025 7:02:07.630 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;43099;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:02:28.655Z;Nov 19, 2025 7:02:28.655 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;39141;UNAS 25:f4;V100;;Internal;;;188.128.33.1;57608;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:02:28.655Z;Nov 19, 2025 7:02:28.655 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;41857;UNAS 25:f4;V100;;Internal;;;95.24.3.205;59608;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:02:28.657Z;Nov 19, 2025 7:02:28.657 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;55279;UNAS 25:f4;V100;;Internal;;;46.167.89.116;6881;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:04:22.791Z;Nov 19, 2025 7:04:22.791 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;39991;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:04:46.667Z;Nov 19, 2025 7:04:46.667 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;132;null;null;1;null;null;;3
2025-11-19T06:04:46.822Z;Nov 19, 2025 7:04:46.822 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;60965;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:05:13.345Z;Nov 19, 2025 7:05:13.345 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:06:40.962Z;Nov 19, 2025 7:06:40.962 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;59047;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:07:20.01Z;Nov 19, 2025 7:07:20.010 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;42069;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:07:28.101Z;Nov 19, 2025 7:07:28.101 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;31.135.57.18;1351;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:08:57.29Z;Nov 19, 2025 7:08:57.290 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;132;null;null;1;null;null;;6
2025-11-19T06:08:59.143Z;Nov 19, 2025 7:08:59.143 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;48977;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:09:15.372Z;Nov 19, 2025 7:09:15.372 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;132;null;null;1;null;null;;5
2025-11-19T06:09:16.164Z;Nov 19, 2025 7:09:16.164 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;60247;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:10:15.24Z;Nov 19, 2025 7:10:15.240 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;37003;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:10:20.344Z;Nov 19, 2025 7:10:20.344 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;88.201.229.181;51413;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:10:20.344Z;Nov 19, 2025 7:10:20.344 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;31.10.96.116;43267;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:10:20.346Z;Nov 19, 2025 7:10:20.346 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.128.33.1;57608;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:10:20.346Z;Nov 19, 2025 7:10:20.346 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;46.167.89.116;6881;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:10:20.347Z;Nov 19, 2025 7:10:20.347 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;46.175.122.128;1000;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:10:20.347Z;Nov 19, 2025 7:10:20.347 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;81.20.205.228;51434;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:10:20.351Z;Nov 19, 2025 7:10:20.351 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;185.61.77.132;51413;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:10:21.249Z;Nov 19, 2025 7:10:21.249 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;50863;UNAS 25:f4;V100;;Internal;;;46.167.89.116;6881;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:10:21.249Z;Nov 19, 2025 7:10:21.249 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;60455;UNAS 25:f4;V100;;Internal;;;88.201.229.181;51413;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:10:21.25Z;Nov 19, 2025 7:10:21.250 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;54557;UNAS 25:f4;V100;;Internal;;;188.128.33.1;57608;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:10:28.13Z;Nov 19, 2025 7:10:28.130 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;82.208.114.113;15371;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:10:30.262Z;Nov 19, 2025 7:10:30.262 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;60871;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:12:30.417Z;Nov 19, 2025 7:12:30.417 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;45951;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:12:45.436Z;Nov 19, 2025 7:12:45.436 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;39985;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:12:56.289Z;Nov 19, 2025 7:12:56.289 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;132;null;null;1;null;null;;5
2025-11-19T06:13:20.315Z;Nov 19, 2025 7:13:20.315 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;46.36.31.253;56954;;;RU;External;;;132;null;null;1;null;null;;5
2025-11-19T06:13:20.316Z;Nov 19, 2025 7:13:20.316 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.24.3.205;49286;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:13:20.317Z;Nov 19, 2025 7:13:20.317 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;132;null;null;1;null;null;;3
2025-11-19T06:13:20.32Z;Nov 19, 2025 7:13:20.320 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;178.76.243.177;52056;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:13:20.32Z;Nov 19, 2025 7:13:20.320 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.37.4.105;51413;;;RU;External;;;132;null;null;1;null;null;;1
2025-11-19T06:13:20.48Z;Nov 19, 2025 7:13:20.480 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;36833;UNAS 25:f4;V100;;Internal;;;178.76.243.177;52056;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:13:20.48Z;Nov 19, 2025 7:13:20.480 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;36501;UNAS 25:f4;V100;;Internal;;;95.24.3.205;49286;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:13:20.48Z;Nov 19, 2025 7:13:20.480 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;54493;UNAS 25:f4;V100;;Internal;;;95.37.4.105;51413;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:13:20.48Z;Nov 19, 2025 7:13:20.480 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;43305;UNAS 25:f4;V100;;Internal;;;46.36.31.253;56954;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:13:42.506Z;Nov 19, 2025 7:13:42.506 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;44889;UNAS 25:f4;V100;;Internal;;;88.201.229.181;51413;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:13:42.506Z;Nov 19, 2025 7:13:42.506 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;44363;UNAS 25:f4;V100;;Internal;;;188.128.33.1;57608;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:13:42.506Z;Nov 19, 2025 7:13:42.506 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;52341;UNAS 25:f4;V100;;Internal;;;46.167.89.116;6881;;;RU;External;;;60;null;null;1;null;null;;9
2025-11-19T06:13:48.515Z;Nov 19, 2025 7:13:48.515 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;42423;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:14:12.545Z;Nov 19, 2025 7:14:12.545 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;36703;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:15:03.616Z;Nov 19, 2025 7:15:03.616 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;59545;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:15:27.646Z;Nov 19, 2025 7:15:27.646 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;55239;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:16:26.033Z;Nov 19, 2025 7:16:26.033 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;31.135.57.18;1351;;;RU;External;;;143;null;null;1;null;null;;1
2025-11-19T06:16:26.033Z;Nov 19, 2025 7:16:26.033 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.232.252.2;14207;;;RU;External;;;132;null;null;1;null;null;;4
2025-11-19T06:16:26.159Z;Nov 19, 2025 7:16:26.159 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.24.3.205;59608;;;RU;External;;;132;null;null;1;null;null;;3
2025-11-19T06:16:28.341Z;Nov 19, 2025 7:16:28.341 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.27.22.2;3546;;;RU;External;;;143;null;null;1;null;null;;1
2025-11-19T06:16:28.417Z;Nov 19, 2025 7:16:28.417 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;5.140.85.115;1347;;;RU;External;;;143;null;null;1;null;null;;1
2025-11-19T06:17:18.798Z;Nov 19, 2025 7:17:18.798 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;50837;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:17:42.83Z;Nov 19, 2025 7:17:42.830 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;35549;UNAS 25:f4;V100;;Internal;;;188.232.252.2;14207;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:18:58.417Z;Nov 19, 2025 7:18:58.417 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;132;null;null;1;null;null;;4
2025-11-19T06:18:58.418Z;Nov 19, 2025 7:18:58.418 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;132;null;null;1;null;null;;5
2025-11-19T06:19:36.963Z;Nov 19, 2025 7:19:36.963 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;36739;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:20:00.993Z;Nov 19, 2025 7:20:00.993 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;38823;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:21:30.101Z;Nov 19, 2025 7:21:30.101 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;46259;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:21:32.106Z;Nov 19, 2025 7:21:32.106 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;49571;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;60;null;null;1;null;null;;8
2025-11-19T06:22:31.469Z;Nov 19, 2025 7:22:31.469 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;188.232.252.2;21933;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:22:31.47Z;Nov 19, 2025 7:22:31.470 AM;blocked;Other;udp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;51413;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;132;null;null;1;null;null;;2
2025-11-19T06:22:45.197Z;Nov 19, 2025 7:22:45.197 AM;blocked;Other;tcp;outgoing;low;;Protection;;;V100;Internet 1;6c:1f:f7:8e:25:f4;10.10.100.100;36627;UNAS 25:f4;V100;;Internal;;;95.66.128.95;12504;;;RU;External;;;60;null;null;1;null;null;;8
